item_id,item_name,size,category,cpi_category,essential_status,num_years,mean_yoy_pct,median_yoy_pct,std_yoy_pct,max_yoy_pct,min_yoy_pct,num_positive_years,num_significant_increases,consistency_score,years_in_top_percentile,volatility_cv,trend_type,cumulative_inflation_pct
Drawing Pad|9x12,Drawing Pad,9x12,ART SUPPLIES,Recreation,non-essential,6,21.45819397993311,2.000000000000002,30.16004482645807,76.9230769230769,0.0,3,2,0.5,2,1.4055257797866214,volatile,172.0
EK Columbian Coffee|4.5 oz,EK Columbian Coffee,4.5 oz,INSTANT DRINK MIX,Food at home,essential,6,18.61334225792057,7.228915662650598,29.483847707200646,80.0,-7.77777777777777,3,3,0.5,3,1.5840168465528714,volatile,137.5
EK Dr Pepper|12 oz,EK Dr Pepper,12 oz,SODAS,Food at home,non-essential,6,1.5151515151515131,0.0,3.387981784090586,9.09090909090908,0.0,1,0,0.16666666666666666,1,2.23606797749979,volatile,9.09090909090908
EK Peppermint Stick|1 oz,EK Peppermint Stick,1 oz,CANDY,Food at home,non-essential,6,8.333333333333332,0.0,18.633899812498246,49.99999999999999,0.0,1,1,0.16666666666666666,1,2.23606797749979,volatile,49.99999999999999
EK Plantation Coffee|4.5 oz,EK Plantation Coffee,4.5 oz,INSTANT DRINK MIX,Food at home,essential,6,12.756734006734005,0.0,34.07806347543705,81.8181818181818,-27.500000000000004,2,2,0.3333333333333333,2,2.6713783839537593,volatile,61.11111111111111
EKH Tuna In Water|4.23 oz,EKH Tuna In Water,4.23 oz,PACKAGED MEAT,Food at home,essential,6,2.7658045977011496,0.0,4.086153597870871,10.344827586206906,0.0,2,1,0.3333333333333333,1,1.477383326814611,volatile,17.24137931034483
Earbud-Stereo|,Earbud-Stereo,,ELECTRICAL,Recreation,non-essential,6,37.5,0.0,83.85254915624212,225.0,0.0,1,1,0.16666666666666666,1,2.23606797749979,spiker,225.0
Earwax Drops|15 ml,Earwax Drops,15 ml,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,3.0246288798920387,0.0,5.996484280962936,15.384615384615389,-2.500000000000002,2,1,0.3333333333333333,1,1.982552081291036,volatile,18.421052631578952
Efferdent|102 tablets,Efferdent,102 tablets,HYGIENE,Personal care,essential,6,-0.48611111111111116,0.0,2.8506077433019152,3.333333333333333,-6.25,1,0,0.16666666666666666,0,5.864107357649654,volatile,-3.125
Envelope-#10 Business|,Envelope-#10 Business,,CORRESPONDENCE,Recreation,essential,6,11.111111111111114,0.0,24.84519974999767,66.66666666666669,0.0,1,1,0.16666666666666666,1,2.2360679774997894,volatile,66.66666666666669
Eraser-Pencil/Ink|,Eraser-Pencil/Ink,,CORRESPONDENCE,Recreation,essential,6,35.11904761904762,0.0,67.96409699779453,185.71428571428572,0.0,2,2,0.3333333333333333,2,1.9352488636660137,spiker,257.1428571428572
Eyeliner/Brow Pencil-.05 oz|,Eyeliner/Brow Pencil-.05 oz,,FEMALE ONLY,Personal care,non-essential,6,108.33333333333333,0.0,242.24069756247724,650.0,0.0,1,1,0.16666666666666666,1,2.23606797749979,spiker,650.0
"Fan 9"" Electric|","Fan 9"" Electric",,ELECTRICAL,Recreation,non-essential,6,2.5,0.0,5.5901699437494745,15.0,0.0,1,1,0.16666666666666666,1,2.23606797749979,volatile,15.0
Fanta Orange|12 oz,Fanta Orange,12 oz,SODAS,Food at home,non-essential,6,1.5151515151515131,0.0,3.387981784090586,9.09090909090908,0.0,1,0,0.16666666666666666,1,2.23606797749979,volatile,9.09090909090908
Fanta Pineapple|12 oz,Fanta Pineapple,12 oz,SODAS,Food at home,non-essential,6,1.5151515151515131,0.0,3.387981784090586,9.09090909090908,0.0,1,0,0.16666666666666666,1,2.23606797749979,volatile,9.09090909090908
Fiber Lax|90 tabs,Fiber Lax,90 tabs,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,5.868205868205867,0.0,14.347446958545014,27.27272727272727,-14.285714285714285,2,2,0.3333333333333333,2,2.444946084165171,volatile,33.33333333333333
Fixodent Denture|,Fixodent Denture,,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,2.7727699266841235,2.599355531686359,2.3619901815029265,5.88235294117647,0.0,4,0,0.6666666666666666,0,0.851852206983348,volatile,17.647058823529413
Folder Storage|10x15,Folder Storage,10x15,CORRESPONDENCE,Recreation,non-essential,6,1.9506172839506162,0.0,3.024565379084717,8.000000000000007,0.0,2,0,0.3333333333333333,1,1.5505683272522925,volatile,11.999999999999991
Foundation-Asst Shades|1 oz,Foundation-Asst Shades,1 oz,FEMALE ONLY,Personal care,non-essential,6,163.41305607804864,15.194244604316546,326.7796217752234,892.8571428571429,0.0,4,4,0.6666666666666666,4,1.9997155038771708,spiker,1971.428571428572
Fruit Filled Hard Candy|22 oz,Fruit Filled Hard Candy,22 oz,CANDY,Food at home,non-essential,6,0.6944444444444452,0.0,1.552824984374856,4.166666666666671,0.0,1,0,0.16666666666666666,0,2.2360679774997902,volatile,4.166666666666671
Greeting Cards-Assorted|,Greeting Cards-Assorted,,CORRESPONDENCE,Recreation,non-essential,6,12.5,0.0,19.094065395649334,49.99999999999999,0.0,2,2,0.3333333333333333,2,1.5275252316519468,volatile,87.49999999999999
Gym Shorts|,Gym Shorts,,CLOTHING,Apparel,essential,6,11.889642220524573,10.267857142857142,10.742419426012463,27.27272727272727,0.0,4,3,0.6666666666666666,3,0.9035107387393281,volatile,90.9090909090909
Hair Brush-No Handle|,Hair Brush-No Handle,,HYGIENE,Personal care,essential,6,10.096153846153848,0.0,14.872796440632714,37.50000000000001,0.0,2,2,0.3333333333333333,2,1.4731150760245733,volatile,69.23076923076924
Hair Dryer-1600 Watts|,Hair Dryer-1600 Watts,,FEMALE ONLY,Personal care,non-essential,6,6.209595959595959,2.083333333333333,8.608631785613998,24.0,0.0,3,1,0.5,2,1.3863433050439786,volatile,40.909090909090914
Hat-White Knitted|,Hat-White Knitted,,JEWELRY / RELIGIOUS,Apparel,non-essential,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,999.0,steady,0.0
Hat-White Solid|,Hat-White Solid,,JEWELRY / RELIGIOUS,Apparel,non-essential,6,5.0,0.0,49.581582602145055,100.0,-70.0,1,1,0.16666666666666666,1,9.91631652042901,volatile,-40.0
Headphones|,Headphones,,ELECTRICAL,Recreation,non-essential,6,11.435786435786435,4.545454545454546,15.343260362588083,42.85714285714285,0.0,3,2,0.5,3,1.3416882563121189,volatile,81.81818181818183
Hijab-Females Only|,Hijab-Females Only,,FEMALE ONLY,Personal care,non-essential,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,999.0,steady,0.0
Hot Chocolate|10 oz,Hot Chocolate,10 oz,INSTANT DRINK MIX,Food at home,essential,6,14.091478696741854,2.631578947368424,18.164294402294342,39.99999999999999,0.0,3,2,0.5,2,1.2890268504251565,volatile,105.26315789473684
Hot Pot w/Insert|,Hot Pot w/Insert,,ELECTRICAL,Recreation,non-essential,6,1.4814814814814816,0.0,3.312693299999689,8.88888888888889,0.0,1,0,0.16666666666666666,1,2.23606797749979,volatile,8.88888888888889
Hydrocortisone Cream|1 oz,Hydrocortisone Cream,1 oz,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,4.074074074074075,0.0,10.553930999092596,23.33333333333334,-9.999999999999991,2,2,0.3333333333333333,2,2.5905103361409094,volatile,23.33333333333334
Hygiene Pack|3 piece,Hygiene Pack,3 piece,MALE ONLY,Personal care,essential,10,0.3458164642375156,0.0,16.890402687675667,26.666666666666668,-25.0,3,3,0.3,3,48.842101040264254,volatile,-26.923076923076923
Hygiene Pack|7 piece,Hygiene Pack,7 piece,FEMALE ONLY,Personal care,essential,6,-1.1111111111111107,0.0,7.85674201318386,10.0,-16.666666666666664,1,0,0.16666666666666666,1,7.071067811865476,volatile,-8.333333333333332
Ibutab-Ibuprofen|24 tabs,Ibutab-Ibuprofen,24 tabs,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,25.032909742587165,3.225806451612899,46.04660338762169,125.80645161290325,-6.060606060606053,3,2,0.5,2,1.8394427120585601,volatile,180.0
Illustration Boards|2 pk,Illustration Boards,2 pk,ART SUPPLIES,Recreation,non-essential,6,2.627045650301465,0.0,4.156959873441574,11.11111111111111,0.0,2,1,0.3333333333333333,1,1.5823706272346445,volatile,16.279069767441865
Jumbo Envelope|18x23,Jumbo Envelope,18x23,CORRESPONDENCE,Recreation,essential,6,8.55263157894737,0.0,12.101210229229295,26.31578947368421,0.0,2,2,0.3333333333333333,2,1.414910734494502,volatile,57.89473684210527
Laxative-Bisacodyl|25 tabs,Laxative-Bisacodyl,25 tabs,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,9.548089591567853,0.0,18.082486535383357,48.00000000000001,-4.347826086956506,2,2,0.3333333333333333,2,1.8938329350567085,volatile,60.86956521739132
Lift Off Correction Ribbon|,Lift Off Correction Ribbon,,ELECTRICAL,Recreation,non-essential,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,999.0,steady,0.0
Lipstick-Asst Colors|,Lipstick-Asst Colors,,FEMALE ONLY,Personal care,non-essential,6,10.296219852463404,2.631578947368421,14.76620733555748,35.0,-4.411764705882353,3,2,0.5,2,1.4341386981965636,volatile,71.05263157894737
Loratadine Allergy|30 tabs,Loratadine Allergy,30 tabs,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,essential,6,4.429824561403508,0.0,12.277960220306847,31.57894736842105,-5.000000000000004,1,1,0.16666666666666666,1,2.7716583467623384,volatile,25.0
Magic Shave Cream|6 oz,Magic Shave Cream,6 oz,HYGIENE,Personal care,essential,6,9.550561797752808,0.0,21.35570540308788,57.30337078651685,0.0,1,1,0.16666666666666666,1,2.2360679774997902,volatile,57.30337078651685
Manilla Envelope-Writ|2 pk,Manilla Envelope-Writ,2 pk,CORRESPONDENCE,Recreation,essential,6,23.397435897435898,0.0,52.318257165860466,140.3846153846154,0.0,1,1,0.16666666666666666,1,2.23606797749979,spiker,140.3846153846154
Mascara-Avon/Black-.21 oz|,Mascara-Avon/Black-.21 oz,,FEMALE ONLY,Personal care,non-essential,6,1.8518518518518519,0.0,4.140866624999611,11.11111111111111,0.0,1,1,0.16666666666666666,1,2.23606797749979,volatile,11.11111111111111
