year,category,cpi_category,avg_price,yoy_inflation_pct,cumulative_inflation_pct
2023,FEMALE ONLY,Personal care,10.7578125,11.479922279792742,31.37975778546711
2023,GAMES,Recreation,8.0,0.0,39.130434782608695
2023,HYGIENE,Personal care,2.302173913043478,13.141025641025614,45.7491398185799
2023,ICE CREAM,Food at home,3.4,44.68085106382978,51.11111111111111
2023,INSTANT DRINK MIXES,Food at home,2.6375,37.90849673202615,
2023,INSTANT FOODS,Food at home,3.9499999999999997,45.39877300613495,80.91603053435111
2023,JEWELRY / RELIGIOUS,Apparel,9.275,-16.252821670428887,-6.549118387909322
2023,KOSHER ITEMS,Food at home,6.0,7.4626865671641855,34.8314606741573
2023,MALE ONLY,Personal care,4.2,0.0,-30.0
2023,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,3.3016666666666667,2.113402061855685,19.639586986167952
2023,PACKAGED MEAT,Food at home,1.7,0.0,17.24137931034483
2023,SHOES,Apparel,8.0,14.285714285714285,28.000000000000004
2023,SNACKS,Food at home,1.2,0.0,41.17647058823529
2024,ART SUPPLIES,Recreation,3.5375,8.221797323135764,33.49056603773586
2024,BEVERAGES,Food at home,0.55,0.0,
2024,CANDY,Food at home,1.1833333333333333,4.411764705882336,21.367521367521373
2024,CLOTHING,Apparel,7.1125,15.532994923857865,64.45086705202311
2024,CONDIMENTS,Food at home,2.36,11.32075471698112,38.01169590643273
2024,CORRESPONDENCE,Recreation,1.7525000000000002,16.187845303867398,33.90639923591213
2024,ELECTRICAL,Recreation,29.497222222222224,0.4018342551883826,41.96524064171123
2024,FEMALE ONLY,Personal care,12.3078125,14.408133623819905,50.30912884184815
2024,GAMES,Recreation,8.0,0.0,39.130434782608695
2024,HYGIENE,Personal care,2.4619565217391304,6.940509915014176,55.86487331873631
2024,ICE CREAM,Food at home,3.4,0.0,51.11111111111111
2024,INSTANT DRINK MIXES,Food at home,2.375,-9.952606635071096,
2024,INSTANT FOODS,Food at home,3.2166666666666663,-18.56540084388186,47.32824427480913
2024,JEWELRY / RELIGIOUS,Apparel,9.825,5.929919137466295,-1.0075566750629865
2024,KOSHER ITEMS,Food at home,6.133333333333333,2.2222222222222143,37.827715355805225
2024,MALE ONLY,Personal care,4.366666666666666,3.968253968253954,-27.222222222222232
2024,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,3.573333333333333,8.228167592125171,29.48373270991623
2024,PACKAGED MEAT,Food at home,1.7,0.0,17.24137931034483
2024,SHOES,Apparel,9.0,12.5,44.0
2024,SNACKS,Food at home,1.2,0.0,41.17647058823529
2025,ART SUPPLIES,Recreation,4.14375,17.137809187279142,56.367924528301884
2025,BEVERAGES,Food at home,0.6,9.09090909090908,
2025,CANDY,Food at home,1.25,5.633802816901407,28.20512820512821
2025,CLOTHING,Apparel,10.431249999999999,46.66080843585236,141.18497109826583
2025,CONDIMENTS,Food at home,2.36,0.0,38.01169590643273
2025,CORRESPONDENCE,Recreation,1.9920833333333334,13.670946267237275,52.21267112384591
2025,ELECTRICAL,Recreation,29.78055555555555,0.9605424239570396,43.328877005347564
2025,FEMALE ONLY,Personal care,13.456666666666667,9.334348948415213,64.33950742926928
2025,GAMES,Recreation,9.0,12.5,56.52173913043478
2025,HYGIENE,Personal care,2.4635416666666665,0.0643855776306071,55.96522781774579
2025,ICE CREAM,Food at home,3.8,11.764705882352938,68.88888888888887
2025,INSTANT DRINK MIXES,Food at home,2.525,6.315789473684206,
2025,INSTANT FOODS,Food at home,2.983333333333333,-7.253886010362696,36.64122137404577
2025,JEWELRY / RELIGIOUS,Apparel,9.825,0.0,-1.0075566750629865
2025,KOSHER ITEMS,Food at home,6.666666666666667,8.695652173913057,49.812734082397
2025,MALE ONLY,Personal care,4.716666666666667,8.015267175572532,-21.38888888888889
2025,"OTC MEDICATIONS, VITAMINS, ETC",Medicinal drugs,3.783333333333333,5.876865671641803,37.09331774790572
2025,PACKAGED MEAT,Food at home,1.7,0.0,17.24137931034483
2025,SHOES,Apparel,8.625,-4.166666666666666,38.0
2025,SNACKS,Food at home,1.2,0.0,41.17647058823529
