year,category,item_name,size,price_min,price_max
2020,ART SUPPLIES,Watercolor Paints,16 colors,1.5,1.5
2020,CANDY,Cinnamon Jawbreaker,10 oz,1.55,1.55
2020,CANDY,EK Chick-o-Stick- .7 oz,,0.2,0.2
2020,CANDY,EK M&M Peanut,1.74 oz,0.95,0.95
2020,CANDY,EK M&M Plain,1.69 oz,0.95,0.95
2020,CANDY,EK Peppermint Stick,1 oz,0.1,0.1
2020,CANDY,EK Snickers Candy Bar,1.86 oz,0.95,0.95
2020,CANDY,Fruit Filled Hard Candy,22 oz,2.5,2.5
2020,CANDY,Rainbow Fruit Stick,1 oz,0.1,0.1
2020,CANDY,Sugar Free Jolly Rancher Candy,,2.6,2.6
2020,CANDY,Tootsie Pops,8 pk,0.9,0.9
2020,CANDY,Twix Candy Bar,1.79 oz,0.95,0.95
2020,CLOTHING,Boxer Shorts,,3.3,4.5
2020,CLOTHING,Cooling T-Shirts,,4.5,7.0
2020,CLOTHING,Gym Shorts,,7.0,7.0
2020,CLOTHING,Socks,,1.5,1.5
2020,CLOTHING,T-Shirts,,7.0,7.0
2020,CLOTHING,Thermal Pants,,5.25,6.0
2020,CLOTHING,Thermal Shirts,,6.0,6.0
2020,CONDIMENTS,BBQ Sauce,18 oz,1.1,1.1
2020,CONDIMENTS,EH Cream Cheese Packet,2 oz,0.55,0.55
2020,CONDIMENTS,EK Creamy Peanut Butter,18 oz,2.4,2.4
