year,category,item_name,size,price_min,price_max
2025,HYGIENE,Soap Dish -Plastic,,0.55,0.55
2025,HYGIENE,Spa Naturals Lotion,,2.5,2.5
2025,HYGIENE,Toilet Tissue (roll),,0.9,0.9
2025,HYGIENE,Toothbrush,"3""",0.5,0.5
2025,HYGIENE,White Rain 2-1 Shampoo & Cond.,,1.5,1.5
2025,HYGIENE,White Rain 2pk 4oz Soap,,1.4,1.4
2025,HYGIENE,White Rain Aloe Lotion,,1.3,1.3
2025,HYGIENE,White Rain Coco Butter Lotion,,1.3,1.3
2025,ICE CREAM,Blue Bell Pints- Asst Flavors,,3.8,3.8
2025,ICE CREAM,Chocolate Fudge Bar,,0.8,0.8
2025,ICE CREAM,Cookies & Cream I/C/S,,0.8,0.8
2025,ICE CREAM,Krunch Bar,,0.8,0.8
2025,ICE CREAM,Moo Bar,,0.8,0.8
2025,ICE CREAM,Vanilla Ice Cream Sandwich,,0.8,0.8
2025,INSTANT DRINK MIXES,Meal Replacement Shake,,0.9,0.9
2025,INSTANT DRINK MIXES,Milk-Instant Nonfat,4 oz,1.15,1.15
2025,INSTANT DRINK MIXES,Sugar Free Drink Mix,8 pk,0.75,0.75
2025,INSTANT DRINK MIXES,Cappuccino-Asst Flavors,,2.15,2.15
2025,INSTANT DRINK MIXES,Columbian Coffee,4.5 oz,4.75,4.75
2025,INSTANT DRINK MIXES,Plantation Coffee,4.5 oz,1.45,1.45
2025,INSTANT DRINK MIXES,Electrolyte Mix-Asst Flavors,,0.15,0.15
2025,INSTANT DRINK MIXES,Nutrition Shake,11 oz,3.25,3.25
2025,INSTANT DRINK MIXES,Hot Chocolate,10 oz,1.95,1.95
2025,INSTANT DRINK MIXES,Sugar Free Hot Chocolate,,1.95,1.95
2025,INSTANT DRINK MIXES,Tea Bags,100 bags,3.6,3.6
2025,INSTANT FOODS,Cereal-Assorted Flavors,20oz,4.05,4.05
2025,INSTANT FOODS,Low Sodium Ramen Noodles,,0.35,0.35
2025,INSTANT FOODS,Oatmeal Variety (10 Pk),12.4oz,2.4,2.4
2025,INSTANT FOODS,Precooked Brown Rice,,1.75,1.75
2025,INSTANT FOODS,Potatoes-4 Cheese,4oz,2.85,2.85
2025,INSTANT FOODS,White Rice-Instant,8 oz,1.6,1.6
2025,INSTANT FOODS,Pasta - Instant,9oz,2.6,2.6
2025,INSTANT FOODS,Refried Beans-Instant,15oz,2.3,2.3
2025,INSTANT FOODS,Thai Chili Noodle,,1.35,1.35
2025,JEWELRY / RELIGIOUS,Chain/Lanyard,,0.55,0.55
2025,JEWELRY / RELIGIOUS,Hat-White Knitted,,8.0,8.0
2025,JEWELRY / RELIGIOUS,Hat-White Solid,,0.75,0.75
2025,JEWELRY / RELIGIOUS,Medallions,,5.75,22.5
2025,JEWELRY / RELIGIOUS,Medicine Bag,,2.0,2.0
2025,JEWELRY / RELIGIOUS,Prayer Oil,4oz,21.0,21.0
2025,JEWELRY / RELIGIOUS,Wood Rune Set,,5.25,5.25
2025,KOSHER ITEMS,Beef Stuffed Cabbage,,6.75,6.75
2025,KOSHER ITEMS,Cheese Ravioli,12 oz,6.0,6.0
2025,KOSHER ITEMS,Instant Chili w/ Beans,12 oz,3.75,3.75
2025,KOSHER ITEMS,Eggplant Parmesan,,5.5,5.5
2025,KOSHER ITEMS,Matzo Crackers,10 oz,4.5,4.5
2025,KOSHER ITEMS,Stuffed Chicken,12 oz,9.5,9.5
2025,MALE ONLY,Hygiene Pack,3 piece,8.5,10.0
2025,MALE ONLY,Mennen Antiperspirant,3 oz,3.0,3.0
2025,MALE ONLY,Mennen Deodorant,3 oz,1.9,1.9
2025,MISCELLANEOUS,Batteries-Asst Sizes .,,55.0,1.6
2025,MISCELLANEOUS,Battery AA,,0.5,0.5
2025,MISCELLANEOUS,Battery AAA,,0.55,0.55
2025,MISCELLANEOUS,Bowl - Plastic,,0.6,1.4
2025,MISCELLANEOUS,Commissary Mesh Bag,,4.0,4.5
2025,MISCELLANEOUS,Cooling Towel,,2.0,2.0
2025,MISCELLANEOUS,Detergent Crystal Clean,,3.1,3.1
2025,MISCELLANEOUS,Detergent-Simline+B110,,1.9,1.9
2025,MISCELLANEOUS,Ear Plugs,,0.2,0.2
2025,MISCELLANEOUS,Handkerchief,,1.5,1.5
2025,MISCELLANEOUS,ID Badge,,0.65,1.25
2025,MISCELLANEOUS,Jersey Gloves-Cotton,,0.85,0.85
2025,MISCELLANEOUS,Laces-45 inch White,,1.5,1.5
2025,MISCELLANEOUS,Laces-54 inch White,,1.8,1.8
2025,MISCELLANEOUS,Laces-Boot-54 inch Tan,,1.4,1.4
2025,MISCELLANEOUS,Mug - Plastic,,4.4,4.4
2025,MISCELLANEOUS,Padlock w/Key,,17.0,17.0
2025,MISCELLANEOUS,Photo Album (18/20 sheet) .,,50.0,1.35
2025,MISCELLANEOUS,Reading Glasses-Asst Strength,,3.25,3.25
2025,MISCELLANEOUS,Shave Mirror,,3.5,3.5
2025,MISCELLANEOUS,Spoon -Plastic,,0.35,0.35
2025,MISCELLANEOUS,Wash Cloths,,1.45,1.45
2025,"OTC MEDICATIONS, VITAMINS, ETC",Acne Benzoyl 10%,1.5oz,4.35,4.35
2025,"OTC MEDICATIONS, VITAMINS, ETC",Alcalak Antacid,24 tabs,1.95,1.95
2025,"OTC MEDICATIONS, VITAMINS, ETC",Artificial Tears Eye Drops-.5 oz,,2.8,2.8
2025,"OTC MEDICATIONS, VITAMINS, ETC",Aspirin,24 tabs,1.8,1.8
2025,"OTC MEDICATIONS, VITAMINS, ETC",Aspirin Free-APAP,24 tabs,1.65,1.65
2025,"OTC MEDICATIONS, VITAMINS, ETC",Blistex Medicated Lip Balm,,1.85,1.85
2025,"OTC MEDICATIONS, VITAMINS, ETC",Calamine Lotion,6 oz,2.75,2.75
2025,"OTC MEDICATIONS, VITAMINS, ETC",Cetirizine Allergy,14 tabs,2.5,2.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Chlorphen Tabs,24 tabs,1.0,1.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Clotrimazole Antifungal Cream,,1.25,1.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Cold-Eze Lozenges,,10.5,10.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Diamode-Anti Diarrheal (6 pks),,1.35,1.35
2025,"OTC MEDICATIONS, VITAMINS, ETC",Earwax Drops-15ml,,2.25,2.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Fiber Lax,90 tabs,7.0,7.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Cough Drops,,1.25,1.25
